"","height","weight","label"
"10334",195,41,"thin"
"10335",186,76,"normal"
"10336",188,62,"thin"
"10337",177,72,"normal"
"10338",173,35,"thin"
"10339",172,78,"fat"
"10340",142,49,"normal"
"10341",120,59,"fat"
"10342",130,75,"fat"
"10343",130,45,"fat"
"10344",154,52,"normal"
"10345",195,56,"thin"
"10346",154,45,"normal"
"10347",182,50,"thin"
"10348",134,37,"normal"
"10349",183,51,"thin"
"10350",183,77,"normal"
"10351",130,73,"fat"
"10352",131,61,"fat"
"10353",196,76,"normal"
"10354",179,41,"thin"
"10355",136,41,"normal"
"10356",138,67,"fat"
"10357",122,61,"fat"
"10358",196,73,"normal"
"10359",146,53,"normal"
"10360",149,70,"fat"
"10361",158,70,"fat"
"10362",162,68,"fat"
"10363",185,41,"thin"
"10364",151,80,"fat"
"10365",131,45,"fat"
"10366",167,66,"normal"
"10367",200,76,"normal"
"10368",189,37,"thin"
"10369",147,74,"fat"
"10370",185,59,"thin"
"10371",173,56,"normal"
"10372",160,80,"fat"
"10373",130,52,"fat"
"10374",196,60,"thin"
"10375",138,48,"fat"
"10376",173,78,"fat"
"10377",125,69,"fat"
"10378",175,57,"normal"
"10379",171,72,"normal"
"10380",156,69,"fat"
"10381",130,61,"fat"
"10382",153,66,"fat"
"10383",190,35,"thin"
"10384",123,80,"fat"
"10385",135,80,"fat"
"10386",155,77,"fat"
"10387",146,47,"normal"
"10388",180,56,"thin"
"10389",139,75,"fat"
"10390",154,77,"fat"
"10391",146,43,"normal"
"10392",185,61,"thin"
"10393",182,70,"normal"
"10394",145,75,"fat"
"10395",157,53,"normal"
"10396",159,71,"fat"
"10397",187,42,"thin"
"10398",146,35,"thin"
"10399",122,47,"fat"
"10400",153,35,"thin"
"10401",121,77,"fat"
"10402",145,45,"normal"
"10403",142,47,"normal"
"10404",187,43,"thin"
"10405",124,38,"normal"
"10406",172,65,"normal"
"10407",144,79,"fat"
"10408",137,48,"fat"
"10409",192,68,"thin"
"10410",157,36,"thin"
"10411",134,79,"fat"
"10412",152,56,"normal"
"10413",190,48,"thin"
"10414",180,57,"thin"
"10415",140,72,"fat"
"10416",147,80,"fat"
"10417",149,77,"fat"
"10418",153,78,"fat"
"10419",144,77,"fat"
"10420",185,78,"normal"
"10421",156,72,"fat"
"10422",163,74,"fat"
"10423",188,76,"normal"
"10424",123,56,"fat"
"10425",132,42,"normal"
"10426",191,78,"normal"
"10427",190,38,"thin"
"10428",191,68,"normal"
"10429",144,74,"fat"
"10430",168,80,"fat"
"10431",164,51,"normal"
"10432",191,78,"normal"
"10433",163,76,"fat"
"10434",199,72,"thin"
"10435",169,60,"normal"
"10436",156,73,"fat"
"10437",199,47,"thin"
"10438",158,69,"fat"
"10439",193,35,"thin"
"10440",131,49,"fat"
"10441",197,75,"normal"
"10442",147,58,"fat"
"10443",121,72,"fat"
"10444",199,35,"thin"
"10445",126,59,"fat"
"10446",174,71,"normal"
"10447",172,54,"thin"
"10448",164,56,"normal"
"10449",161,37,"thin"
"10450",164,50,"normal"
"10451",132,51,"fat"
"10452",161,69,"fat"
"10453",200,57,"thin"
"10454",137,69,"fat"
"10455",151,63,"fat"
"10456",166,37,"thin"
"10457",175,56,"thin"
"10458",127,62,"fat"
"10459",181,51,"thin"
"10460",140,66,"fat"
"10461",125,52,"fat"
"10462",177,79,"fat"
"10463",125,46,"fat"
"10464",193,36,"thin"
"10465",156,39,"thin"
"10466",177,41,"thin"
"10467",185,39,"thin"
"10468",158,59,"normal"
"10469",143,71,"fat"
"10470",181,47,"thin"
"10471",140,70,"fat"
"10472",154,64,"fat"
"10473",160,77,"fat"
"10474",123,44,"fat"
"10475",134,66,"fat"
"10476",137,48,"fat"
"10477",127,55,"fat"
"10478",165,53,"normal"
"10479",179,66,"normal"
"10480",182,74,"normal"
"10481",135,36,"normal"
"10482",170,50,"thin"
"10483",175,45,"thin"
"10484",180,37,"thin"
"10485",174,39,"thin"
"10486",184,67,"normal"
"10487",162,60,"normal"
"10488",189,42,"thin"
"10489",190,52,"thin"
"10490",147,47,"normal"
"10491",147,58,"fat"
"10492",166,38,"thin"
"10493",140,45,"normal"
"10494",194,55,"thin"
"10495",126,39,"normal"
"10496",166,74,"fat"
"10497",155,74,"fat"
"10498",127,66,"fat"
"10499",184,45,"thin"
"10500",175,43,"thin"
"10501",160,79,"fat"
"10502",149,71,"fat"
"10503",200,77,"normal"
"10504",122,63,"fat"
"10505",124,54,"fat"
"10506",125,51,"fat"
"10507",140,48,"normal"
"10508",171,44,"thin"
"10509",196,43,"thin"
"10510",154,61,"fat"
"10511",132,39,"normal"
"10512",191,56,"thin"
"10513",191,66,"thin"
"10514",198,53,"thin"
"10515",128,76,"fat"
"10516",123,50,"fat"
"10517",200,72,"thin"
"10518",190,76,"normal"
"10519",133,74,"fat"
"10520",197,51,"thin"
"10521",145,41,"normal"
"10522",129,67,"fat"
"10523",161,69,"fat"
"10524",133,69,"fat"
"10525",176,40,"thin"
"10526",180,60,"normal"
"10527",172,78,"fat"
"10528",171,35,"thin"
"10529",174,68,"normal"
"10530",192,39,"thin"
"10531",163,62,"normal"
"10532",199,48,"thin"
"10533",155,72,"fat"
"10534",172,71,"normal"
"10535",122,51,"fat"
"10536",180,63,"normal"
"10537",133,56,"fat"
"10538",143,55,"fat"
"10539",160,46,"thin"
"10540",172,54,"thin"
"10541",180,57,"thin"
"10542",130,59,"fat"
"10543",120,38,"fat"
"10544",155,72,"fat"
"10545",170,69,"normal"
"10546",151,44,"normal"
"10547",141,68,"fat"
"10548",121,37,"fat"
"10549",179,74,"normal"
"10550",138,54,"fat"
"10551",156,69,"fat"
"10552",178,72,"normal"
"10553",194,73,"normal"
"10554",137,42,"normal"
"10555",189,38,"thin"
"10556",168,39,"thin"
"10557",164,54,"normal"
"10558",178,74,"normal"
"10559",131,69,"fat"
"10560",178,39,"thin"
"10561",162,47,"thin"
"10562",155,48,"normal"
"10563",123,46,"fat"
"10564",168,80,"fat"
"10565",161,36,"thin"
"10566",182,77,"normal"
"10567",194,64,"thin"
"10568",200,74,"normal"
"10569",140,49,"fat"
"10570",198,65,"thin"
"10571",196,40,"thin"
"10572",139,73,"fat"
"10573",187,65,"normal"
"10574",174,36,"thin"
"10575",123,60,"fat"
"10576",125,69,"fat"
"10577",138,49,"fat"
"10578",197,55,"thin"
"10579",179,43,"thin"
"10580",126,49,"fat"
"10581",171,43,"thin"
"10582",166,61,"normal"
"10583",150,47,"normal"
"10584",141,35,"thin"
"10585",160,70,"fat"
"10586",179,70,"normal"
"10587",151,50,"normal"
"10588",162,73,"fat"
"10589",160,71,"fat"
"10590",128,57,"fat"
"10591",147,58,"fat"
"10592",188,57,"thin"
"10593",152,61,"fat"
"10594",190,72,"normal"
"10595",191,63,"thin"
"10596",156,45,"thin"
"10597",187,40,"thin"
"10598",121,66,"fat"
"10599",177,75,"normal"
"10600",155,68,"fat"
"10601",154,63,"fat"
"10602",200,74,"normal"
"10603",192,69,"normal"
"10604",125,66,"fat"
"10605",161,61,"normal"
"10606",141,54,"fat"
"10607",135,61,"fat"
"10608",197,44,"thin"
"10609",153,49,"normal"
"10610",127,74,"fat"
"10611",162,51,"normal"
"10612",179,46,"thin"
"10613",198,38,"thin"
"10614",160,73,"fat"
"10615",138,72,"fat"
"10616",137,63,"fat"
"10617",188,73,"normal"
"10618",157,67,"fat"
"10619",123,68,"fat"
"10620",172,74,"fat"
"10621",121,60,"fat"
"10622",132,47,"fat"
"10623",142,68,"fat"
"10624",135,36,"normal"
"10625",143,70,"fat"
"10626",188,54,"thin"
"10627",121,74,"fat"
"10628",169,67,"normal"
"10629",125,63,"fat"
"10630",125,70,"fat"
"10631",180,70,"normal"
"10632",129,65,"fat"
"10633",122,75,"fat"
"10634",198,48,"thin"
"10635",132,42,"normal"
"10636",148,70,"fat"
"10637",122,41,"fat"
"10638",125,55,"fat"
"10639",159,57,"normal"
"10640",181,46,"thin"
"10641",133,76,"fat"
"10642",139,36,"normal"
"10643",141,54,"fat"
"10644",128,72,"fat"
"10645",146,35,"thin"
"10646",184,55,"thin"
"10647",176,54,"thin"
"10648",183,47,"thin"
"10649",185,51,"thin"
"10650",191,76,"normal"
"10651",137,69,"fat"
"10652",157,44,"thin"
"10653",144,43,"normal"
"10654",150,78,"fat"
"10655",178,61,"normal"
"10656",189,59,"thin"
"10657",151,46,"normal"
"10658",197,38,"thin"
"10659",145,66,"fat"
"10660",181,50,"thin"
"10661",131,47,"fat"
"10662",155,43,"thin"
"10663",120,56,"fat"
"10664",198,66,"thin"
"10665",196,40,"thin"
"10666",128,71,"fat"
"10667",189,70,"normal"
"10668",197,46,"thin"
"10669",129,75,"fat"
"10670",139,41,"normal"
"10671",143,64,"fat"
"10672",136,75,"fat"
"10673",150,63,"fat"
"10674",179,53,"thin"
"10675",143,58,"fat"
"10676",124,78,"fat"
"10677",186,66,"normal"
"10678",174,72,"normal"
"10679",164,53,"normal"
"10680",169,55,"normal"
"10681",141,70,"fat"
"10682",141,37,"normal"
"10683",193,36,"thin"
"10684",147,69,"fat"
"10685",197,63,"thin"
"10686",188,70,"normal"
"10687",171,58,"normal"
"10688",165,70,"fat"
"10689",144,54,"fat"
"10690",144,59,"fat"
"10691",191,69,"normal"
"10692",192,42,"thin"
"10693",136,59,"fat"
"10694",173,68,"normal"
"10695",138,57,"fat"
"10696",165,62,"normal"
"10697",199,73,"thin"
"10698",140,46,"normal"
"10699",156,57,"normal"
"10700",162,46,"thin"
"10701",158,66,"fat"
"10702",187,72,"normal"
"10703",159,69,"fat"
"10704",153,72,"fat"
"10705",194,52,"thin"
"10706",184,42,"thin"
"10707",131,75,"fat"
"10708",152,58,"fat"
"10709",140,59,"fat"
"10710",195,46,"thin"
"10711",128,39,"normal"
"10712",198,51,"thin"
"10713",184,44,"thin"
"10714",147,54,"normal"
"10715",149,49,"normal"
"10716",187,45,"thin"
"10717",128,50,"fat"
"10718",184,48,"thin"
"10719",136,73,"fat"
"10720",171,64,"normal"
"10721",179,69,"normal"
"10722",171,36,"thin"
"10723",196,60,"thin"
"10724",183,36,"thin"
"10725",168,39,"thin"
"10726",134,55,"fat"
"10727",140,58,"fat"
"10728",191,38,"thin"
"10729",196,74,"normal"
"10730",145,42,"normal"
"10731",135,48,"fat"
"10732",131,35,"normal"
"10733",175,77,"fat"
"10734",185,39,"thin"
"10735",187,44,"thin"
"10736",127,80,"fat"
"10737",171,76,"fat"
"10738",161,54,"normal"
"10739",149,40,"thin"
"10740",184,47,"thin"
"10741",184,56,"thin"
"10742",124,50,"fat"
"10743",162,59,"normal"
"10744",198,42,"thin"
"10745",155,41,"thin"
"10746",148,56,"fat"
"10747",120,67,"fat"
"10748",155,59,"normal"
"10749",171,67,"normal"
"10750",134,49,"fat"
"10751",161,36,"thin"
"10752",183,67,"normal"
"10753",122,58,"fat"
"10754",167,38,"thin"
"10755",160,44,"thin"
"10756",154,64,"fat"
"10757",153,55,"normal"
"10758",153,73,"fat"
"10759",184,56,"thin"
"10760",189,58,"thin"
"10761",185,41,"thin"
"10762",179,63,"normal"
"10763",178,46,"thin"
"10764",164,65,"normal"
"10765",150,55,"normal"
"10766",138,68,"fat"
"10767",171,51,"thin"
"10768",188,37,"thin"
"10769",178,71,"normal"
"10770",179,51,"thin"
"10771",137,48,"fat"
"10772",175,45,"thin"
"10773",137,54,"fat"
"10774",196,61,"thin"
"10775",150,74,"fat"
"10776",196,36,"thin"
"10777",130,59,"fat"
"10778",136,54,"fat"
"10779",147,80,"fat"
"10780",132,42,"normal"
"10781",150,64,"fat"
"10782",170,52,"thin"
"10783",182,72,"normal"
"10784",185,67,"normal"
"10785",133,47,"fat"
"10786",162,53,"normal"
"10787",162,36,"thin"
"10788",127,63,"fat"
"10789",126,61,"fat"
"10790",138,61,"fat"
"10791",134,80,"fat"
"10792",200,78,"normal"
"10793",174,64,"normal"
"10794",138,72,"fat"
"10795",143,54,"fat"
"10796",141,57,"fat"
"10797",149,62,"fat"
"10798",158,36,"thin"
"10799",166,70,"fat"
"10800",195,63,"thin"
"10801",143,49,"normal"
"10802",172,78,"fat"
"10803",145,71,"fat"
"10804",121,44,"fat"
"10805",150,68,"fat"
"10806",199,44,"thin"
"10807",120,59,"fat"
"10808",140,53,"fat"
"10809",156,52,"normal"
"10810",123,50,"fat"
"10811",143,51,"normal"
"10812",143,74,"fat"
"10813",169,59,"normal"
"10814",180,35,"thin"
"10815",172,53,"thin"
"10816",144,55,"fat"
"10817",197,75,"normal"
"10818",155,53,"normal"
"10819",195,56,"thin"
"10820",192,70,"normal"
"10821",187,77,"normal"
"10822",120,39,"fat"
"10823",130,80,"fat"
"10824",156,80,"fat"
"10825",127,67,"fat"
"10826",149,46,"normal"
"10827",123,49,"fat"
"10828",125,77,"fat"
"10829",134,66,"fat"
"10830",175,50,"thin"
"10831",195,72,"normal"
"10832",198,40,"thin"
"10833",146,44,"normal"
"10834",149,74,"fat"
"10835",198,40,"thin"
"10836",179,58,"thin"
"10837",156,71,"fat"
"10838",144,48,"normal"
"10839",156,45,"thin"
"10840",168,52,"thin"
"10841",134,49,"fat"
"10842",132,70,"fat"
"10843",172,52,"thin"
"10844",195,39,"thin"
"10845",173,62,"normal"
"10846",170,57,"normal"
"10847",131,35,"normal"
"10848",163,47,"thin"
"10849",150,47,"normal"
"10850",137,71,"fat"
"10851",161,63,"normal"
"10852",198,56,"thin"
"10853",139,65,"fat"
"10854",200,40,"thin"
"10855",144,66,"fat"
"10856",135,50,"fat"
"10857",151,44,"normal"
"10858",164,38,"thin"
"10859",120,78,"fat"
"10860",185,42,"thin"
"10861",167,60,"normal"
"10862",141,49,"normal"
"10863",168,39,"thin"
"10864",162,54,"normal"
"10865",181,35,"thin"
"10866",149,76,"fat"
"10867",180,71,"normal"
"10868",138,55,"fat"
"10869",196,69,"thin"
"10870",167,60,"normal"
"10871",184,43,"thin"
"10872",143,44,"normal"
"10873",194,35,"thin"
"10874",125,63,"fat"
"10875",147,70,"fat"
"10876",193,50,"thin"
"10877",185,62,"thin"
"10878",198,57,"thin"
"10879",155,52,"normal"
"10880",126,38,"normal"
"10881",191,58,"thin"
"10882",163,40,"thin"
"10883",196,80,"normal"
"10884",158,50,"normal"
"10885",194,75,"normal"
"10886",194,58,"thin"
"10887",165,80,"fat"
"10888",121,69,"fat"
"10889",185,52,"thin"
"10890",133,80,"fat"
"10891",190,77,"normal"
"10892",120,51,"fat"
"10893",123,80,"fat"
"10894",163,44,"thin"
"10895",184,64,"normal"
"10896",175,36,"thin"
"10897",169,71,"normal"
"10898",161,79,"fat"
"10899",151,56,"normal"
"10900",132,78,"fat"
"10901",135,39,"normal"
"10902",152,51,"normal"
"10903",167,50,"thin"
"10904",173,58,"normal"
"10905",165,68,"normal"
"10906",182,80,"normal"
"10907",131,72,"fat"
"10908",151,54,"normal"
"10909",188,75,"normal"
"10910",130,63,"fat"
"10911",170,76,"fat"
"10912",143,45,"normal"
"10913",174,74,"normal"
"10914",147,63,"fat"
"10915",193,74,"normal"
"10916",189,72,"normal"
"10917",195,48,"thin"
"10918",140,72,"fat"
"10919",147,56,"fat"
"10920",166,77,"fat"
"10921",197,74,"normal"
"10922",177,42,"thin"
"10923",135,47,"fat"
"10924",132,56,"fat"
"10925",158,50,"normal"
"10926",143,42,"normal"
"10927",131,46,"fat"
"10928",158,45,"thin"
"10929",157,69,"fat"
"10930",185,62,"thin"
"10931",120,46,"fat"
"10932",129,74,"fat"
"10933",175,75,"normal"
"10934",166,62,"normal"
"10935",131,37,"normal"
"10936",188,53,"thin"
"10937",186,36,"thin"
"10938",156,58,"normal"
"10939",143,47,"normal"
"10940",146,70,"fat"
"10941",140,64,"fat"
"10942",137,71,"fat"
"10943",140,41,"normal"
"10944",189,58,"thin"
"10945",124,49,"fat"
"10946",124,67,"fat"
"10947",167,77,"fat"
"10948",143,65,"fat"
"10949",154,47,"normal"
"10950",153,76,"fat"
"10951",130,58,"fat"
"10952",157,43,"thin"
"10953",191,80,"normal"
"10954",147,55,"fat"
"10955",180,53,"thin"
"10956",170,60,"normal"
"10957",146,56,"fat"
"10958",136,72,"fat"
"10959",129,44,"fat"
"10960",188,54,"thin"
"10961",186,41,"thin"
"10962",168,41,"thin"
"10963",171,37,"thin"
"10964",151,46,"normal"
"10965",193,52,"thin"
"10966",150,76,"fat"
"10967",126,60,"fat"
"10968",174,35,"thin"
"10969",167,51,"thin"
"10970",174,39,"thin"
"10971",120,73,"fat"
"10972",126,53,"fat"
"10973",176,57,"thin"
"10974",200,63,"thin"
"10975",189,36,"thin"
"10976",130,64,"fat"
"10977",147,47,"normal"
"10978",162,72,"fat"
"10979",138,78,"fat"
"10980",167,37,"thin"
"10981",145,35,"thin"
"10982",134,45,"fat"
"10983",125,71,"fat"
"10984",123,42,"fat"
"10985",152,73,"fat"
"10986",153,48,"normal"
"10987",144,56,"fat"
"10988",157,50,"normal"
"10989",169,80,"fat"
"10990",126,69,"fat"
"10991",173,52,"thin"
"10992",173,59,"normal"
"10993",165,39,"thin"
"10994",142,68,"fat"
"10995",199,75,"normal"
"10996",177,51,"thin"
"10997",138,77,"fat"
"10998",197,52,"thin"
"10999",174,67,"normal"
"11000",128,70,"fat"
"11001",145,55,"fat"
"11002",171,37,"thin"
"11003",183,47,"thin"
"11004",121,49,"fat"
"11005",121,71,"fat"
"11006",141,42,"normal"
"11007",156,38,"thin"
"11008",185,73,"normal"
"11009",165,55,"normal"
"11010",158,64,"fat"
"11011",142,40,"normal"
"11012",137,52,"fat"
"11013",146,64,"fat"
"11014",186,60,"thin"
"11015",120,38,"fat"
"11016",191,48,"thin"
"11017",162,62,"normal"
"11018",139,55,"fat"
"11019",193,63,"thin"
"11020",183,78,"normal"
"11021",140,71,"fat"
"11022",187,46,"thin"
"11023",195,77,"normal"
"11024",177,58,"normal"
"11025",159,79,"fat"
"11026",160,77,"fat"
"11027",154,57,"normal"
"11028",199,65,"thin"
"11029",149,54,"normal"
"11030",191,38,"thin"
"11031",165,45,"thin"
"11032",131,74,"fat"
"11033",146,43,"normal"
"11034",152,52,"normal"
"11035",151,75,"fat"
"11036",200,58,"thin"
"11037",159,66,"fat"
"11038",170,43,"thin"
"11039",168,50,"thin"
"11040",180,52,"thin"
"11041",188,45,"thin"
"11042",170,74,"fat"
"11043",164,42,"thin"
"11044",173,55,"thin"
"11045",159,74,"fat"
"11046",170,36,"thin"
"11047",198,52,"thin"
"11048",136,75,"fat"
"11049",127,77,"fat"
"11050",163,49,"thin"
"11051",175,80,"fat"
"11052",145,45,"normal"
"11053",147,41,"normal"
"11054",190,65,"thin"
"11055",188,36,"thin"
"11056",175,51,"thin"
"11057",173,79,"fat"
"11058",146,55,"fat"
"11059",125,57,"fat"
"11060",157,70,"fat"
"11061",167,75,"fat"
"11062",153,73,"fat"
"11063",144,49,"normal"
"11064",159,35,"thin"
"11065",184,60,"thin"
"11066",181,54,"thin"
"11067",129,74,"fat"
"11068",179,60,"normal"
"11069",182,40,"thin"
"11070",192,80,"normal"
"11071",134,67,"fat"
"11072",159,37,"thin"
"11073",191,56,"thin"
"11074",154,42,"thin"
"11075",192,69,"normal"
"11076",125,35,"normal"
"11077",132,49,"fat"
"11078",175,80,"fat"
"11079",189,35,"thin"
"11080",133,47,"fat"
"11081",157,54,"normal"
"11082",163,50,"normal"
"11083",181,45,"thin"
"11084",147,46,"normal"
"11085",121,66,"fat"
"11086",197,76,"normal"
"11087",192,72,"normal"
"11088",150,67,"fat"
"11089",167,52,"normal"
"11090",187,77,"normal"
"11091",139,54,"fat"
"11092",138,49,"fat"
"11093",138,78,"fat"
"11094",186,47,"thin"
"11095",127,46,"fat"
"11096",151,36,"thin"
"11097",185,80,"normal"
"11098",179,54,"thin"
"11099",166,77,"fat"
"11100",170,39,"thin"
"11101",130,58,"fat"
"11102",167,62,"normal"
"11103",193,38,"thin"
"11104",127,73,"fat"
"11105",127,75,"fat"
"11106",134,55,"fat"
"11107",179,38,"thin"
"11108",168,50,"thin"
"11109",190,35,"thin"
"11110",138,64,"fat"
"11111",138,42,"normal"
"11112",130,68,"fat"
"11113",120,50,"fat"
"11114",142,66,"fat"
"11115",196,64,"thin"
"11116",192,77,"normal"
"11117",128,58,"fat"
"11118",199,40,"thin"
"11119",154,60,"fat"
"11120",125,63,"fat"
"11121",200,66,"thin"
"11122",138,63,"fat"
"11123",161,68,"fat"
"11124",192,76,"normal"
"11125",120,79,"fat"
"11126",145,73,"fat"
"11127",193,68,"thin"
"11128",145,36,"thin"
"11129",142,68,"fat"
"11130",142,49,"normal"
"11131",128,52,"fat"
"11132",138,54,"fat"
"11133",127,70,"fat"
"11134",177,41,"thin"
"11135",122,55,"fat"
"11136",179,45,"thin"
"11137",183,42,"thin"
"11138",155,50,"normal"
"11139",162,55,"normal"
"11140",167,57,"normal"
"11141",130,63,"fat"
"11142",137,37,"normal"
"11143",131,64,"fat"
"11144",148,60,"fat"
"11145",182,50,"thin"
"11146",149,80,"fat"
"11147",138,41,"normal"
"11148",128,54,"fat"
"11149",151,42,"thin"
"11150",128,68,"fat"
"11151",139,80,"fat"
"11152",129,42,"fat"
"11153",138,59,"fat"
"11154",200,57,"thin"
"11155",147,42,"normal"
"11156",172,48,"thin"
"11157",188,68,"normal"
"11158",179,58,"thin"
"11159",188,64,"thin"
"11160",147,74,"fat"
"11161",179,77,"normal"
"11162",171,55,"normal"
"11163",197,73,"normal"
"11164",156,43,"thin"
"11165",140,51,"fat"
"11166",166,72,"fat"
"11167",143,50,"normal"
"11168",196,79,"normal"
"11169",154,64,"fat"
"11170",165,65,"normal"
"11171",176,66,"normal"
"11172",121,72,"fat"
"11173",128,57,"fat"
"11174",132,64,"fat"
"11175",170,73,"fat"
"11176",176,69,"normal"
"11177",161,71,"fat"
"11178",192,78,"normal"
"11179",172,40,"thin"
"11180",138,70,"fat"
"11181",183,60,"thin"
"11182",146,54,"fat"
"11183",178,67,"normal"
"11184",134,62,"fat"
"11185",188,40,"thin"
"11186",159,38,"thin"
"11187",144,45,"normal"
"11188",125,38,"normal"
"11189",134,65,"fat"
"11190",149,63,"fat"
"11191",180,74,"normal"
"11192",123,55,"fat"
"11193",135,42,"normal"
"11194",196,72,"normal"
"11195",188,49,"thin"
"11196",162,53,"normal"
"11197",149,47,"normal"
"11198",149,61,"fat"
"11199",174,35,"thin"
"11200",179,56,"thin"
"11201",137,51,"fat"
"11202",160,74,"fat"
"11203",179,55,"thin"
"11204",191,77,"normal"
"11205",185,46,"thin"
"11206",132,66,"fat"
"11207",137,64,"fat"
"11208",127,59,"fat"
"11209",120,69,"fat"
"11210",129,35,"normal"
"11211",188,45,"thin"
"11212",126,71,"fat"
"11213",197,47,"thin"
"11214",198,78,"normal"
"11215",143,50,"normal"
"11216",120,37,"fat"
"11217",128,61,"fat"
"11218",127,39,"normal"
"11219",166,64,"normal"
"11220",160,74,"fat"
"11221",138,65,"fat"
"11222",151,40,"thin"
"11223",135,49,"fat"
"11224",151,55,"normal"
"11225",148,56,"fat"
"11226",123,70,"fat"
"11227",153,56,"normal"
"11228",175,65,"normal"
"11229",121,71,"fat"
"11230",154,50,"normal"
"11231",189,76,"normal"
"11232",161,79,"fat"
"11233",161,44,"thin"
"11234",179,62,"normal"
"11235",193,59,"thin"
"11236",128,66,"fat"
"11237",165,49,"thin"
"11238",194,80,"normal"
"11239",188,37,"thin"
"11240",194,64,"thin"
"11241",154,50,"normal"
"11242",187,77,"normal"
"11243",177,56,"thin"
"11244",179,75,"normal"
"11245",153,61,"fat"
"11246",151,73,"fat"
"11247",166,54,"normal"
"11248",140,55,"fat"
"11249",170,66,"normal"
"11250",192,51,"thin"
"11251",176,70,"normal"
"11252",196,67,"thin"
"11253",169,60,"normal"
"11254",165,62,"normal"
"11255",138,74,"fat"
"11256",139,39,"normal"
"11257",185,44,"thin"
"11258",178,63,"normal"
"11259",187,51,"thin"
"11260",142,52,"fat"
"11261",140,65,"fat"
"11262",164,74,"fat"
"11263",173,59,"normal"
"11264",178,60,"normal"
"11265",198,62,"thin"
"11266",121,76,"fat"
"11267",188,65,"thin"
"11268",128,61,"fat"
"11269",121,69,"fat"
"11270",151,70,"fat"
"11271",125,66,"fat"
"11272",151,47,"normal"
"11273",163,66,"normal"
"11274",172,62,"normal"
"11275",196,63,"thin"
"11276",163,65,"normal"
"11277",130,66,"fat"
"11278",182,47,"thin"
"11279",198,38,"thin"
"11280",136,46,"normal"
"11281",142,62,"fat"
"11282",136,67,"fat"
"11283",150,52,"normal"
"11284",170,58,"normal"
"11285",200,75,"normal"
"11286",193,49,"thin"
"11287",123,66,"fat"
"11288",156,79,"fat"
"11289",192,59,"thin"
"11290",182,55,"thin"
"11291",176,80,"fat"
"11292",183,42,"thin"
"11293",188,80,"normal"
"11294",191,48,"thin"
"11295",166,43,"thin"
"11296",161,35,"thin"
"11297",151,78,"fat"
"11298",132,45,"fat"
"11299",126,48,"fat"
"11300",164,63,"normal"
"11301",159,39,"thin"
"11302",125,45,"fat"
"11303",182,62,"normal"
"11304",183,42,"thin"
"11305",154,62,"fat"
"11306",144,37,"thin"
"11307",131,52,"fat"
"11308",155,64,"fat"
"11309",144,70,"fat"
"11310",121,52,"fat"
"11311",168,61,"normal"
"11312",162,79,"fat"
"11313",146,54,"fat"
"11314",127,74,"fat"
"11315",195,73,"normal"
"11316",145,37,"thin"
"11317",135,75,"fat"
"11318",169,63,"normal"
"11319",151,46,"normal"
"11320",162,46,"thin"
"11321",142,48,"normal"
"11322",133,62,"fat"
"11323",164,46,"thin"
"11324",121,46,"fat"
"11325",176,45,"thin"
"11326",167,80,"fat"
"11327",129,75,"fat"
"11328",178,58,"thin"
"11329",195,74,"normal"
"11330",177,38,"thin"
"11331",138,46,"normal"
"11332",199,65,"thin"
"11333",133,63,"fat"
"11334",143,63,"fat"
"11335",163,50,"normal"
"11336",132,67,"fat"
"11337",137,48,"fat"
"11338",161,74,"fat"
"11339",171,54,"thin"
"11340",190,73,"normal"
"11341",128,80,"fat"
"11342",177,48,"thin"
"11343",172,39,"thin"
"11344",185,66,"normal"
"11345",197,42,"thin"
"11346",186,36,"thin"
"11347",134,65,"fat"
"11348",151,35,"thin"
"11349",180,68,"normal"
"11350",148,48,"normal"
"11351",141,75,"fat"
"11352",134,78,"fat"
"11353",157,63,"fat"
"11354",142,62,"fat"
"11355",190,78,"normal"
"11356",133,78,"fat"
"11357",131,73,"fat"
"11358",168,42,"thin"
"11359",136,56,"fat"
"11360",163,48,"thin"
"11361",146,58,"fat"
"11362",168,54,"normal"
"11363",129,80,"fat"
"11364",177,62,"normal"
"11365",192,52,"thin"
"11366",169,76,"fat"
"11367",162,77,"fat"
"11368",139,52,"fat"
"11369",159,72,"fat"
"11370",139,39,"normal"
"11371",121,40,"fat"
"11372",148,67,"fat"
"11373",142,72,"fat"
"11374",132,66,"fat"
"11375",161,59,"normal"
"11376",175,72,"normal"
"11377",123,63,"fat"
"11378",164,37,"thin"
"11379",153,78,"fat"
"11380",154,72,"fat"
"11381",146,77,"fat"
"11382",144,79,"fat"
"11383",132,77,"fat"
"11384",184,71,"normal"
"11385",120,46,"fat"
"11386",187,44,"thin"
"11387",169,49,"thin"
"11388",192,54,"thin"
"11389",162,36,"thin"
"11390",192,68,"thin"
"11391",200,38,"thin"
"11392",176,35,"thin"
"11393",186,77,"normal"
"11394",164,58,"normal"
"11395",163,69,"fat"
"11396",168,57,"normal"
"11397",188,60,"thin"
"11398",163,35,"thin"
"11399",129,80,"fat"
"11400",191,70,"normal"
"11401",181,51,"thin"
"11402",169,52,"thin"
"11403",180,50,"thin"
"11404",158,36,"thin"
"11405",199,52,"thin"
"11406",141,54,"fat"
"11407",164,62,"normal"
"11408",129,66,"fat"
"11409",177,78,"normal"
